Country;Year;Age;Sex;Rate
Afghanistan;2018;15+;female;0.9725
Afghanistan;2018;15+;male;0.9976
Albania;2018;15+;female;0.992
Albania;2018;15+;male;0.9239
Algeria;2018;15+;female;0.9978
Algeria;2018;15+;male;0.9907
Argentina;2018;15+;female;0.9652
Argentina;2018;15+;male;0.9971
Aruba;2018;15+;female;0.9017
Aruba;2018;15+;male;0.997
Azerbaijan;2018;15+;female;0.9981
Azerbaijan;2018;15+;male;0.9984
Bahrain;2018;15+;female;0.9897
Bahrain;2018;15+;male;0.974
Bangladesh;2018;15+;female;0.9938
Bangladesh;2018;15+;male;0.9887
Belarus;2018;15+;female;0.9944
Belarus;2018;15+;male;1
Benin;2018;15+;female;0.9974
Benin;2018;15+;male;0.7349
Bhutan;2018;15+;female;0.8995
Bhutan;2018;15+;male;0.9975
Bolivia (Plurinational State of);2018;15+;female;0.9759
Bolivia (Plurinational State of);2018;15+;male;0.9924
Brazil;2018;15+;female;0.6095
Brazil;2018;15+;male;0.933
Brunei Darussalam;2018;15+;female;0.9978
Brunei Darussalam;2018;15+;male;0.9863
Burkina Faso;2018;15+;female;0.9249
Burkina Faso;2018;15+;male;0.9166
Cabo Verde;2018;15+;female;0.9299
Cabo Verde;2018;15+;male;0.9972
Cameroon;2018;15+;female;0.9969
Cameroon;2018;15+;male;0.9966
Central African Republic;2018;15+;female;0.9923
Central African Republic;2018;15+;male;0.9804
China;2018;15+;female;0.9929
China;2018;15+;male;0.9931
Colombia;2018;15+;female;0.9884
Colombia;2018;15+;male;1
Comoros;2018;15+;female;0.9969
Comoros;2018;15+;male;0.7251
Congo;2018;15+;female;0.8883
Congo;2018;15+;male;0.9965
Costa Rica;2018;15+;female;0.7532
Costa Rica;2018;15+;male;0.9906
C?te d'Ivoire;2018;15+;female;0.9323
C?te d'Ivoire;2018;15+;male;0.6791
Cuba;2018;15+;female;0.9516
Cuba;2018;15+;male;0.9532
Democratic Republic of the Congo;2018;15+;female;0.8721
Democratic Republic of the Congo;2018;15+;male;0.9566
Dominican Republic;2018;15+;female;0.6579
Dominican Republic;2018;15+;male;0.9399
Ecuador;2018;15+;female;0.995
Ecuador;2018;15+;male;0.9331
Egypt;2018;15+;female;0.9827
Egypt;2018;15+;male;0.6459
Eritrea;2018;15+;female;0.9574
Eritrea;2018;15+;male;0.9488
Gabon;2018;15+;female;0.9925
Gabon;2018;15+;male;0.999
Ghana;2018;15+;female;0.9797
Ghana;2018;15+;male;0.5606
Guatemala;2018;15+;female;0.7084
Guatemala;2018;15+;male;0.9973
Honduras;2018;15+;female;0.8742
Honduras;2018;15+;male;0.9894
India;2018;15+;female;0.4236
India;2018;15+;male;0.7391
Indonesia;2018;15+;female;0.9847
